event_index,malicious,detection,event_time,title,description,remediation_actions
2795,False,,12/Feb/2025:01:00:07 +0000,REST.HEAD.OBJECT 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,"A HEAD request was made to check the metadata of the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. The operation was successful with HTTP status 200. No suspicious activity such as listing or downloading files with the same name within 5 minutes was detected, so this event is not malicious.",
2796,False,,12/Feb/2025:01:00:07 +0000,REST.HEAD.OBJECT conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A HEAD request was made to check the metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 at 12/Feb/2025:01:00:07 +0000. The operation was successful with HTTP status 200. No suspicious activity such as listing or downloading files with the same name within 5 minutes was detected, so this event is not malicious.",
2798,False,,12/Feb/2025:01:00:07 +0000,Bucket Listing Operation,"A successful bucket listing operation was performed on 'databucket12312' by user 'HarunG1'. No file downloads or uploads detected in this event, so no malicious activity is identified.",
2799,False,,28/Feb/2025:22:00:04 +0000,File Download Operation,A file was successfully downloaded from 'databucket12312' by user 'HarunG1'. This event alone does not indicate malicious activity.,
2800,False,,28/Feb/2025:22:00:04 +0000,File Metadata Check Operation,A HEAD request was made to check metadata of the file '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. This activity alone is not malicious.,
2801,False,,28/Feb/2025:22:00:04 +0000,File Metadata Check Operation,A HEAD request was made to check metadata of the file 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312' by user 'HarunG1'. This activity alone is not malicious.,
2803,False,,28/Feb/2025:22:00:04 +0000,REST.HEAD.OBJECT on dummy.log,A HEAD request was made to check the metadata of the object dummy.log in bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,
2804,False,,28/Feb/2025:22:00:04 +0000,REST.PUT.OBJECT on dummy.log,A PUT request was made to upload or overwrite the object dummy.log in bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,
2805,False,,28/Feb/2025:22:00:04 +0000,REST.GET.BUCKET on databucket12312,A GET request was made to list the contents of bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,
2806,False,,28/Feb/2025:22:00:04 +0000,REST.GET.OBJECT on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request was made to download the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log from bucket databucket12312. This operation is not malicious by itself and no suspicious activity pattern is detected based on the current and previous events.,
2808,False,,28/Feb/2025:22:00:04 +0000,REST.GET.OBJECT Operation on dummy.log,"A successful GET operation was performed on the object dummy.log in bucket databucket12312 by user HarunG1. There is no indication of listing followed by download and upload of the same file within 5 minutes, so this activity is not considered malicious under the current detection rules.",
2809,False,,10/Feb/2025:04:31:36 +0000,REST.PUT.OBJECT Operation on 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,"A successful PUT operation was performed on the object 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log in bucket databucket12312 by user HarunG1. No prior listing or download of this file within 5 minutes was detected, so this activity is not considered malicious under the current detection rules.",
2810,False,,10/Feb/2025:04:31:36 +0000,REST.PUT.OBJECT Operation on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,"A successful PUT operation was performed on the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. There is no prior listing and download of this file within 5 minutes, so this activity is not considered malicious under the current detection rules.",
2812,False,,04/Mar/2025:07:00:04 +0000,REST.GET.OBJECT on databucket12312,A file was successfully downloaded from the bucket databucket12312. No suspicious activity detected based on current and prior events.,
2814,False,,04/Mar/2025:07:00:04 +0000,REST.HEAD.OBJECT operation on file conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A HEAD request was successfully made on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This operation checks the metadata of the file and does not indicate any malicious activity by itself.,
2815,False,,04/Mar/2025:07:00:04 +0000,REST.HEAD.OBJECT operation on file 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log,A HEAD request was successfully made on the object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312'. This operation checks the metadata of the file and does not indicate any malicious activity by itself.,
2816,False,,04/Mar/2025:07:00:04 +0000,REST.GET.OBJECT operation on file conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A GET request was successfully made on the object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' in bucket 'databucket12312'. This operation downloads the file and by itself is not malicious.,
2818,False,,04/Mar/2025:07:00:04 +0000,REST.HEAD.OBJECT Operation on dummy.log,A HEAD request was made to check metadata of the object dummy.log in bucket databucket12312. This operation is typical for verifying object existence or metadata and does not indicate malicious activity on its own.,
2819,False,,04/Mar/2025:07:00:04 +0000,REST.GET.BUCKET Operation on databucket12312,A GET bucket request was made to list objects in the bucket databucket12312. This is a normal operation for enumerating bucket contents and is not malicious by itself.,
2820,False,,04/Mar/2025:07:00:04 +0000,REST.GET.OBJECT Operation on dummy.log,A GET request was made to download the object dummy.log from bucket databucket12312. This is a normal operation and not malicious by itself.,
2822,False,,22/Feb/2025:19:31:36 +0000,PUT Object Operation,"A file was uploaded to the bucket databucket12312. No prior listing of 'data' prefix files or subsequent download/upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",
2823,False,,22/Feb/2025:19:31:36 +0000,PUT Object Operation,"A file was uploaded to the bucket databucket12312. No prior listing of 'data' prefix files or subsequent download/upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",
2824,False,,22/Feb/2025:19:31:36 +0000,PUT Object Operation,"A file named dummy.log was uploaded to bucket databucket12312. No prior listing of 'data' prefix files or subsequent download/upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",
2825,False,,26/Feb/2025:04:00:05 +0000,GET Object Operation,"A file was downloaded from the bucket databucket12312. No prior listing of 'data' prefix files or subsequent upload with same filename detected within 5 minutes, so this activity is not considered malicious according to the rule.",
2827,False,,26/Feb/2025:04:00:05 +0000,Bucket Listing Operation,A successful bucket listing operation was performed on bucket 'databucket12312' by user 'HarunG1' from IP 13.61.175.243. This event alone is not malicious but may be associated with other activities.,
2828,False,,26/Feb/2025:04:00:05 +0000,Object HEAD Check,A HEAD request was made to check metadata of object '767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log' in bucket 'databucket12312' by user 'HarunG1'. This is a normal activity and not malicious by itself.,
2829,False,,26/Feb/2025:04:00:06 +0000,Object Upload,An object 'dummy.log' was uploaded to bucket 'databucket12312' by user 'HarunG1'. This upload event alone is not malicious but may be part of a sequence of activities to monitor.,
2830,False,,26/Feb/2025:04:00:06 +0000,Object HEAD Check after Upload,A HEAD request was made to check metadata of object 'dummy.log' immediately after its upload to bucket 'databucket12312' by user 'HarunG1'. This is a normal activity and not malicious by itself.,
2831,False,,26/Feb/2025:04:00:06 +0000,Object Download,An object 'conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log' was downloaded from bucket 'databucket12312' by user 'HarunG1'. This event alone is not malicious but should be monitored in context with other activities.,
2833,False,,26/Feb/2025:04:00:06 +0000,PUT Object Operation on databucket12312,"A file named conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log was uploaded successfully to the bucket databucket12312. No prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes detected, so this activity is not malicious based on the given detection rule.",
2834,False,,26/Feb/2025:04:00:06 +0000,HEAD Object Operation on databucket12312,"A HEAD request was made to check metadata of the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312. This is a normal operation and no prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes has been detected. Hence, this activity is not malicious based on the given detection rule.",
2835,False,,10/Feb/2025:14:31:36 +0000,PUT Object Operation on databucket12312,"A file named dummy.log was uploaded successfully to the bucket databucket12312. There is no evidence of prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes, so this activity is not malicious based on the given detection rule.",
2836,False,,10/Feb/2025:14:31:36 +0000,PUT Object Operation on databucket12312,"A file named 767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1245Z_13.53.34.25_50p9ooxs.log was uploaded successfully to the bucket databucket12312. There is no evidence of prior listing of data prefix files or subsequent download and upload of the same filename within 5 minutes, so this activity is not malicious based on the given detection rule.",
2838,False,,25/Feb/2025:20:00:06 +0000,HEAD Object Request on dummy.log,A HEAD request was made on the object dummy.log in bucket databucket12312 by user HarunG1. This is a metadata request and by itself is not malicious.,
2839,False,,25/Feb/2025:20:00:06 +0000,PUT Object Request on conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log,A PUT request was made to upload the object conn_log_767828738635_elasticloadbalancing_eu-north-1_app.demo-poc.4e397eb8a6cff091_20241231T1240Z_51.21.114.68_1gap8ton.log in bucket databucket12312 by user HarunG1. This activity alone is not malicious but should be monitored for suspicious patterns.,
